Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Customer_Tenure,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Avg_Spending_Per_Purchase,Digital_Engagement,Deal_Dependency,Education_Encoded,Marital_Divorced,Marital_Married,Marital_Other,Marital_Single,Marital_Together,Marital_Widowed,Channel_Catalog,Channel_None,Channel_Store,Channel_Web,Product_FishProducts,Product_Fruits,Product_GoldProds,Product_MeatProducts,Product_SweetProducts,Product_Wines,Customer_Activity_Level_Encoded,MntWines_log,MntFruits_log,MntMeatProducts_log,MntFishProducts_log,MntSweetProducts_log,MntGoldProds_log,NumDealsPurchases_log,NumWebPurchases_log,NumCatalogPurchases_log,Total_Spending_log,Total_Campaign_Acceptance_log,Avg_Spending_Per_Purchase_log
0.2062549606203065,0.18,0.9604166666666667,2.5,2.2175925925925926,3.404255319148936,2.5,1.3617021276595744,0.5,1.0,2.0,-0.2,0.25,0,0,0,0,0,0,1,0.7222222222222222,0.882183908045977,-1.0,-2.0,1.2510245901639345,0.7692307692307693,1.0,1.1603056066176474,1.5,-0.2696296296296296,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.4293243030799417,0.8087678244220687,0.7964401784031099,1.0168180866247318,0.8087678244220687,0.7295519805090722,0.41503749927884365,0.6937190477897689,0.8072899079189928,0.5195593751608556,1.0,0.6737795444066993
-0.15377922950119055,-0.22,-0.33958333333333335,-0.21875,-0.2824074074074074,-0.2127659574468085,-0.21875,-0.3829787234042553,0.0,-0.75,-0.25,-0.6,-0.25,0,0,0,0,0,0,0,0.8888888888888888,-0.6982758620689655,1.0,0.0,-0.3780737704918033,-0.6923076923076923,0.0,-0.5293184168198529,-0.75,0.9629629629629629,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,-0.8916042300028858,-0.5308733279587541,-0.8685062832737553,-0.576043627965019,-0.5308733279587541,-0.731393516412085,0.0,-1.0814269393474247,-0.2519296364125923,-0.9805853917736835,0.0,-1.0104600024643449
0.6176048598815557,-0.46,0.525,1.28125,0.2777777777777778,2.106382978723404,0.40625,0.3829787234042553,-0.5,1.0,0.0,1.0,-0.5,0,0,0,0,0,0,0,0.2777777777777778,-0.12643678160919541,-1.0,-1.0,0.38934426229508196,0.46153846153846156,0.0,0.3818202085521708,0.75,-0.6878306878306878,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0,0.29677053658200475,0.6052486063887117,0.2416213964965861,0.846011808166154,0.3154784929617928,0.31159714487129303,-0.5849625007211564,0.6937190477897689,0.0,0.2483158698657138,0.0,0.30130998986620444
-0.755097991330362,-0.46,-0.33958333333333335,-0.125,-0.2175925925925926,-0.0425531914893617,-0.15625,-0.40425531914893614,0.0,-0.5,-0.5,-0.2,0.0,0,0,0,0,0,0,0,-0.7777777777777778,-0.6235632183908046,0.0,0.0,-0.3514344262295082,-0.5384615384615384,0.0,-0.4696565515854779,-0.25,0.48148148148148157,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,-0.8916042300028858,-0.20746290290324726,-0.448840246502505,-0.06562641226476575,-0.2862227858405282,-0.8199621321402158,0.0,-0.6028878953294539,-0.6826061944859854,-0.7377145154049668,0.0,-0.7886034654472479
0.2109866292203431,0.9,-0.0020833333333333333,1.09375,0.2361111111111111,0.723404255319149,0.59375,-0.19148936170212766,1.5,0.25,0.25,0.2,-0.25,0,0,0,0,0,0,0,-0.6111111111111112,-0.5603448275862069,0.0,0.0,0.02663934426229508,0.3076923076923077,0.0,-0.032074635981037145,0.25,0.557504873294347,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.0,-0.0019066133931049845,0.5601290350800188,0.2137712660416344,0.5048840918141492,0.40059811775913484,-0.25641814192069373,0.9999999999999999,0.21518000377179783,0.17874692166080072,0.0234579967463868,0.0,-0.03262931271112395
0.33981012271811467,-0.66,0.7208333333333333,1.0625,0.14351851851851852,-0.2553191489361702,1.0625,-0.2127659574468085,0.0,0.5,0.5,1.0,0.0,0,0,0,0,0,0,0,0.16666666666666666,-0.1810344827586207,0.0,0.0,0.32786885245901637,0.5384615384615384,0.0,0.25809058531082896,0.75,-0.43771043771043766,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0,0.3629671563558302,0.5520147438379108,0.14348252050682764,-1.007628303794069,0.5520147438379108,-0.2934993113628321,0.0,0.3971121046705462,0.3173938055140146,0.21859783232816687,0.0,0.21748609264618157
0.1298461444532633,-0.3,0.12708333333333333,1.78125,0.44907407407407407,0.8085106382978723,1.28125,0.06382978723404255,1.0,0.75,0.25,0.4,0.0,0,0,0,0,0,0,0,-0.05555555555555555,0.6810344827586207,0.0,-1.0,0.1987704918032787,0.46153846153846156,0.0,0.13314554337359946,1.0,0.13756613756613756,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.09949348299904068,0.7032404280002826,0.33861611515009493,0.5369709225380106,0.6052486063887117,0.06511398322198858,0.7369655941662059,0.5547088588550788,0.17874692166080072,0.14713217296257322,0.0,0.12082963024151103
-0.5472708956590756,-0.34,-0.20416666666666666,0.0625,-0.05092592592592592,-0.19148936170212766,-0.21875,-0.02127659574468085,0.0,0.0,-0.5,-0.2,0.5,0,0,0,0,0,0,0,-0.8333333333333334,0.1752873563218391,0.0,0.0,-0.23258196721311475,-0.38461538461538464,0.0,-0.18117388556985295,0.75,0.1925925925925927,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,-0.27314279653681545,0.07082795084356677,-0.06740573948219951,-0.4630290774619893,-0.5308733279587541,-0.02345463250614205,0.0,0.0,-0.6826061944859854,-0.3136333730768812,0.0,-0.20906720887369978
-0.6419958483423897,-0.6,-0.3333333333333333,-0.25,-0.19907407407407407,-0.19148936170212766,-0.15625,-0.46808510638297873,-0.5,-0.25,-0.5,-0.6,0.75,0,0,0,0,0,0,1,-0.2222222222222222,0.09195402298850575,0.0,0.0,-0.35860655737704916,-0.6923076923076923,1.0,-0.4404105392156862,0.75,0.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0,-0.8173636728039921,-0.7755238700769802,-0.38223786481114475,-0.4630290774619893,-0.2862227858405282,-1.2182158819572526,-0.5849625007211564,-0.2633590402461729,-0.6826061944859854,-0.7890549229015935,1.0,-0.7016413337602555
-1.3961017156114537,0.38,-0.30416666666666664,-0.25,-0.2824074074074074,-0.23404255319148937,-0.21875,-0.23404255319148937,-0.5,-0.75,-0.5,-1.0,3.5,1,0,0,0,0,0,0,1.1111111111111112,-0.7126436781609196,1.0,1.0,-0.3555327868852459,-1.0,1.0,0.03220502068014709,3.0,1.9259259259259263,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,-0.5980305908885469,-0.7755238700769802,-0.8685062832737553,-0.7353286906280291,-0.5308733279587541,-0.3331397665950483,-0.5849625007211564,-1.0814269393474247,-0.6826061944859854,-0.7661739823514333,1.0,0.0312568793480148
0.0,-0.76,-0.35208333333333336,-0.09375,-0.2824074074074074,-0.2553191489361702,-0.1875,-0.48936170212765956,-0.5,-0.75,-0.5,-0.6,0.25,0,0,0,0,0,0,0,-0.7222222222222222,-0.3735632183908046,0.0,0.0,-0.3862704918032787,-0.8461538461538461,0.0,-0.5222993738511029,-0.25,0.48148148148148157,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,-1.1222164641568182,-0.14311139292026412,-0.8685062832737553,-1.007628303794069,-0.3877619350384901,-1.451179391371804,-0.5849625007211564,-1.0814269393474247,-0.6826061944859854,-1.1050096505306226,0.0,-0.9802720925656272
